Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
2129,Male,Yes,3+,Not Graduate,Yes,15028,1454,142,,0.0,Rural,N
4289,Male,Yes,2,Not Graduate,Yes,47925,0,100,360.0,1.0,Rural,Y
1038,Male,Yes,2,Not Graduate,No,15475,0,232,360.0,0.0,Urban,Y
4794,,No,2,Not Graduate,Yes,18707,0,190,240.0,1.0,Rural,N
2775,Female,No,0,Not Graduate,No,70512,0,138,120.0,0.0,Semiurban,Y
370,Fmale,Yes,,Graduate,Yes,13875,7923,171,120.0,0.0,Rural,N
3155,Female,No,four,Graduate,No,33337,5392,134,240.0,1.0,,Y
1970,Male,No,1,Graduate,Yes,28849,0,44,240.0,0.0,Rural,N
3269,Male,Yes,0,Graduate,Yes,17341,0,166,180.0,1.0,Semiurban,Y
2714,Male,No,1,Graduate,No,32796,0,253,360.0,0.0,semi-urban,Y
1483,Male,Yes,3+,Not Graduate,Yes,21290,5441,141,120.0,0.0,Urban,Y
1363,Male,Yes,0,Not Graduate,Yes,22008,2403,231,240.0,0.0,Rural,Y
1515,Male,Yes,1,Not Graduate,No,18930,1493,151,240.0,0.0,Rural,N
2153,Female,,1,Graduate,No,15559,4638,174,180.0,1.0,Urban,Y
3536,Female,Yes,3+,Not Graduate,No,26775,1181,115,240.0,1.0,Urban,N
4463,Female,No,3+,Graduate,No,23141,0,119,360.0,1.0,Semiurban,N
113,Male,Yes,0,Graduate,Yes,42181,8539,176,180.0,1.0,Rural,Y
4332,Male,Y,1,Graduate,Yes,49605,6056,85,240.0,1.0,Rural,Y
169,Female,No,2,Not Graduate,No,50675,0,134,120.0,1.0,Rural,Y
2323,Female,Yes,3+,Graduate,Yes,16467,0,145,180.0,0.0,Rural,Y
4061,Female,Yes,3+,Not Graduate,No,41259,0,63,240.0,0.0,Urban,Y
1600,Female,No,1,Not Graduate,Self,20241,1753,217,180.0,,semi-urban,Y
576,Male,Yes,2,Not Graduate,No,11982,2955,208,240.0,0.0,Urban,N
4589,Male,No,1,Graduate,Yes,29804,4775,111,360.0,1.0,Rural,Y
4447,Female,Yes,2,Not Graduate,,49763,0,90,360.0,1.0,Semiurban,Y
4394,Male,Yes,1,Graduate,Yes,19296,4214,141,360.0,0.0,Rural,Y
2880,Female,Yes,1,Graduate,Yes,12885,2438,89,240.0,1.0,Semiurban,N
2603,Female,Y,1,Graduate,Yes,32544,11803,212,120.0,1.0,Rural,Y
4119,Female,Yes,3+,Not Graduate,Yes,74175,0,137,240.0,1.0,Urban,Y
161,Female,No,3+,Graduate,No,50736,4582,170,180.0,1.0,Urban,Y
1246,Female,Yes,0,Not Graduate,No,8332,0,64,120.0,1.0,Semiurban,Y
1355,Male,No,0,Graduate,No,21339,7402,147,120.0,0.0,Urban,Y
1290,Female,Yes,0,Graduate,No,12947,2448,187,240.0,0.0,Urban,Y
3142,Female,No,1,Not Graduate,No,9807,0,1500,180.0,1.0,Urban,Y
140,Male,No,0,Graduate,Yes,52905,587,99,360.0,0.0,Semiurban,Y
1158,Female,Yes,1,Graduate,No,9576,2869,167,240.0,1.0,Semiurban,N
3451,Male,Yes,3+,Graduate,Yes,16946,0,194,360.0,0.0,Semiurban,Y
3538,Female,Yes,1,Not Graduate,No,23811,0,160,360.0,0.0,Urban,Y
4359,Male,N,3+,Graduate,Yes,29972,1790,106,360.0,0.0,Rural,Y
3543,Male,No,2,Not Graduate,No,14229,0,128,240.0,1.0,Urban,Y
3327,Male,Yes,3+,Not Graduate,Yes,21631,0,71,120.0,1.0,Urban,Y
350,Mle,Yes,1,Graduate,,46318,0,135,240.0,0.0,Rural,N
1116,Male,No,1,Graduate,Yes,30105,8107,255,240.0,0.0,Urban,Y
2484,Male,Yes,1,Grad,Yes,35190,2401,132,120.0,1.0,Urban,Y
854,Female,Yes,2,Graduate,No,16156,0,246,360.0,0.0,Semiurban,N
4779,Male,No,2,Graduate,,49257,0,215,240.0,1.0,Semiurban,Y
4516,Female,Yes,0,Graduate,No,19081,0,99,999.0,1.0,Rural,Y
2436,Male,No,0,Not Graduate,Yes,24976,1405,118,120.0,0.0,Rural,N
4654,Male,No,3+,Not Graduate,Yes,39493,2964,176,120.0,1.0,Rural,Y
4404,Male,No,1,Not Graduate,No,20399,6698,9999,240.0,2.0,Semiurban,N
2259,Female,No,3+,Graduate,Yes,39102,1666,78,360.0,1.0,Semiurban,Y
54,Female,Yes,3+,Graduate,No,18749,0,192,120.0,0.0,Urban,Y
2828,Female,Yes,3+,Graduate,Yes,32182,0,113,180.0,1.0,Semiurban,Y
1494,Female,Yes,3+,Not Graduate,No,18157,0,172,120.0,0.0,Semiurban,Y
2706,Male,Yes,1,Not Graduate,No,27889,0,119,120.0,1.0,Rural,N
2435,Male,Yes,2,Not Graduate,No,22256,0,186,240.0,0.0,Rural,Y
4582,Female,Yes,0,Graduate,Yes,25078,1566,211,360.0,0.0,Urban,Y
2178,Male,No,2,Not Graduate,Self,31187,0,74,120.0,0.0,Urban,Y
2195,Male,No,0,Not Graduate,Yes,18265,2164,233,120.0,0.0,Rural,Y
80,Male,No,1,Graduate,Yes,35074,0,145,240.0,1.0,semi-urban,N
1622,Male,Yes,,Graduate,Yes,13361,5092,60,180.0,1.0,Semiurban,N
620,Male,Yes,1,Not Graduate,No,19758,0,141,240.0,1.0,Semiurban,Y
996,Mle,No,0,Not Graduate,Yes,19351,0,133,120.0,1.0,Rural,Y
3738,Female,Yes,3+,Graduate,Yes,14668,0,206,240.0,0.0,Rural,N
4124,Male,Yes,2,Graduate,Yes,44956,1404,176,180.0,1.0,Semiurban,Y
1602,Male,Yes,2,Not Graduate,Yes,18889,5265,220,360.0,0.0,Semiurban,Y
2842,Female,No,2,Graduate,No,11337,2227,167,240.0,0.0,Urban,N
2558,Male,No,2,Not Graduate,Yes,12361,0,172,180.0,1.0,Rural,Y
1213,Male,No,2,Graduate,Yes,14810,0,148,180.0,0.0,Urban,N
4120,Male,No,1,Not Graduate,Yes,24759,0,120,120.0,0.0,Urban,Y
168,Female,No,0,Not Graduate,No,12970,612,171,180.0,0.0,Semiurban,Y
3146,Male,No,2,Not Graduate,Yes,18605,0,179,120.0,0.0,semi-urban,Y
2002,Male,No,2,Not Graduate,No,23024,0,110,360.0,-1.0,Rural,Y
3850,Male,Yes,2,Graduate,Yes,17860,0,204,240.0,1.0,Urban,Y
4976,Male,Yes,0,Graduate,No,10762,1326,133,120.0,0.0,Urban,Y
4501,Female,Yes,3+,Graduate,Yes,20168,3679,280,240.0,,Urban,Y
4831,Female,Yes,3+,Graduate,Yes,19587,2008,89,180.0,0.0,Rural,Y
4033,Male,No,1,Not Graduate,Yes,14032,699,120,120.0,1.0,Semiurban,Y
4992,Female,Yes,0,Not Graduate,No,21577,0,228,120.0,1.0,Rural,N
3592,Male,Yes,1,Graduate,No,34538,9649,167,240.0,0.0,Rural,Y
4812,Male,Y,3+,Not Graduate,Yes,22835,0,182,180.0,1.0,Urban,Y
2766,Male,Yes,3+,Graduate,No,31734,3567,143,360.0,1.0,Semiurban,Y
2829,Female,No,0,Not Graduate,Yes,34411,3538,139,120.0,0.0,Rural,Y
664,Female,No,3+,Not Graduate,Yes,14992,0,85,240.0,0.0,Urban,N
516,Male,No,1,Graduate,Yes,35981,13103,84,360.0,0.0,Semiurban,Y
4658,Male,Yes,1,Not Graduate,Yes,31472,0,125,120.0,1.0,Rural,N
2710,Female,No,2,Not Graduate,No,17896,853,226,240.0,0.0,Semiurban,N
357,Female,Yes,1,Not Graduate,Yes,29513,2281,200,240.0,0.0,Rural,Y
2867,Male,Yes,1,Not Graduate,Yes,11529,0,11,180.0,1.0,Rural,Y
1432,Female,Yes,0,Graduate,No,16764,979,185,999.0,1.0,Rural,Y
4648,Female,No,four,Graduate,No,12519,0,168,360.0,0.0,Semiurban,Y
3342,Male,Yes,0,Not Graduate,,14543,0,51,360.0,1.0,Rural,N
2711,Male,No,1,Not Graduate,Yes,34392,0,210,120.0,0.0,Semiurban,Y
4196,Male,No,1,Graduate,No,31992,2407,164,180.0,0.0,,N
530,Male,No,0,Not Graduate,Yes,5411,3887,193,360.0,0.0,Rural,N
3321,Female,No,0,Graduate,Yes,12293,1926,112,360.0,1.0,Semiurban,Y
2287,Male,Yes,3+,Not Graduate,No,23467,0,233,240.0,1.0,Urban,N
60,Female,No,2,Not Graduate,Yes,8676,1032,96,120.0,1.0,Semiurban,Y
949,Female,N,2,Not Graduate,Self,9862,3222,159,120.0,0.0,Urban,N
3905,Female,Yes,0,Graduate,No,13002,12829,103,180.0,1.0,Semiurban,Y
3816,Female,No,3+,Graduate,No,16602,0,256,240.0,0.0,Rural,Y
282,Female,Yes,2,Graduate,No,20612,0,161,120.0,0.0,Rural,Y
1184,Female,No,0,Graduate,Yes,17566,0,166,180.0,0.0,Rural,Y
3349,Male,No,0,Graduate,Yes,34150,0,170,360.0,1.0,Urban,N
1630,Male,Yes,3+,Graduate,Yes,20207,0,140,360.0,1.0,Rural,Y
2783,Female,No,3+,Not Graduate,No,11663,0,168,180.0,1.0,Urban,Y
4411,Female,Yes,3+,Not Graduate,,23056,0,158,180.0,0.0,Urban,N
4813,Female,Yes,3+,Grad,Yes,28782,0,179,240.0,0.0,Urban,Y
3770,Male,No,2,Not Graduate,Yes,22968,0,70,360.0,0.0,Semiurban,Y
4932,Male,Yes,0,Graduate,Yes,16373,0,131,240.0,1.0,Urban,Y
4355,Male,Yes,3+,Not Graduate,Yes,19212,0,182,240.0,1.0,Urban,Y
452,Female,No,0,Graduate,No,30088,10974,162,360.0,1.0,Urban,Y
3576,Male,Yes,1,Graduate,No,15049,4248,86,120.0,1.0,Urban,Y
1327,Female,No,3+,Not Graduate,No,41562,0,112,360.0,0.0,Semiurban,Y
3230,Female,No,2,Graduate,Yes,25501,0,87,360.0,1.0,Semiurban,N
2733,Female,No,1,Not Graduate,No,13148,4814,262,240.0,1.0,Urban,Y
2902,Female,Yes,0,Graduate,Yes,25112,544,120,240.0,1.0,Rural,N
3889,Female,No,1,Not Graduate,No,31590,0,53,240.0,0.0,Semiurban,Y
1277,Female,Yes,0,Not Graduate,Yes,17126,2707,151,120.0,1.0,Urban,Y
1284,Fmale,No,0,Graduate,,56995,1060,124,180.0,1.0,Rural,Y
3677,Female,Yes,3+,Not Graduate,Yes,17760,4217,182,180.0,1.0,semi-urban,Y
4781,Male,No,0,Not Graduate,Yes,18612,1370,232,360.0,0.0,Semiurban,Y
1531,Female,No,2,Not Graduate,Yes,16190,0,207,120.0,0.0,Rural,Y
3759,Female,Yes,3+,Not Graduate,No,22720,3151,101,180.0,1.0,Semiurban,N
806,Female,N,0,Not Graduate,No,27226,0,200,120.0,1.0,Urban,Y
4826,Female,Yes,3+,Not Graduate,Yes,22540,5868,168,180.0,0.0,Semiurban,Y
1530,Female,No,3+,Graduate,No,21697,0,205,360.0,1.0,Rural,Y
2555,Male,No,four,Not Graduate,,25982,0,118,360.0,1.0,Urban,N
4498,Male,Yes,2,Not Graduate,Yes,11496,0,168,180.0,0.0,Semiurban,N
3992,Male,Yes,1,Graduate,No,21420,0,6,360.0,0.0,Urban,Y
50,Female,No,3+,Graduate,No,21777,0,129,180.0,0.0,Urban,N
1571,Male,No,1,Not Graduate,No,21996,2377,108,360.0,0.0,Urban,Y
2692,Mle,No,0,Not Graduate,Yes,19312,3349,217,180.0,1.0,Semiurban,N
1559,Female,No,3+,Graduate,No,24275,0,76,120.0,1.0,Semiurban,N
3055,Female,Yes,1,Graduate,No,13951,1676,135,360.0,0.0,Rural,Y
1747,Male,No,3+,Graduate,Yes,28779,0,105,240.0,0.0,Semiurban,N
802,Female,Yes,2,Not Graduate,No,25551,3857,160,180.0,0.0,Urban,Y
4476,Male,No,2,Graduate,No,30412,0,214,120.0,0.0,Urban,Y
1368,Male,Yes,3+,Not Graduate,Yes,38937,14444,166,180.0,1.0,Rural,Y
1311,Fmale,Yes,0,Not Graduate,Yes,24165,0,120,240.0,0.0,Semiurban,Y
4070,Male,No,0,Not Graduate,No,18209,0,91,360.0,0.0,Urban,Y
2898,Female,Yes,0,Graduate,Yes,38656,0,130,120.0,1.0,Semiurban,Y
425,Male,Yes,1,Not Graduate,No,25060,834,122,240.0,0.0,Semiurban,N
4899,Male,Yes,0,Graduate,Yes,9683,1518,168,120.0,1.0,Semiurban,Y
3661,Male,Yes,1,Graduate,Yes,41968,0,124,240.0,1.0,Urban,N
1,Female,Yes,1,Graduate,Yes,9075,0,17,180.0,0.0,Rural,N
4302,Male,Yes,1,Not Graduate,No,14220,4064,173,240.0,1.0,Urban,Y
3530,Male,No,2,Not Graduate,No,40429,2340,224,240.0,1.0,Rural,N
3458,Female,No,3+,Not Graduate,No,59716,0,165,120.0,0.0,Semiurban,N
4442,Male,No,2,Graduate,No,18079,0,102,120.0,0.0,Rural,N
4493,Male,Yes,3+,Graduate,Yes,22114,1994,189,240.0,1.0,Urban,Y
977,Male,No,2,Not Graduate,Yes,14538,0,144,,1.0,Urban,N
2035,Fmale,No,2,Not Graduate,No,13706,2875,60,360.0,1.0,Rural,N
1270,Female,Yes,3+,Not Graduate,Yes,15525,1344,78,120.0,1.0,Semiurban,Y
177,Female,Yes,3+,Not Graduate,No,26512,0,-50,120.0,1.0,Semiurban,Y
4560,Female,No,3+,Graduate,Yes,8048,0,208,120.0,0.0,Semiurban,Y
3804,Female,Yes,0,Graduate,Yes,10447,0,161,360.0,0.0,Metro,N
513,Male,Yes,2,Graduate,No,10662,0,177,360.0,1.0,Urban,N
2585,Female,Yes,1,Graduate,No,26661,1645,126,120.0,1.0,Urban,N
1287,Male,Yes,0,Graduate,No,16657,0,0,360.0,1.0,Rural,Y
2968,Male,No,3+,Not Graduate,No,16900,0,194,240.0,0.0,Metro,Y
1463,Male,Yes,,Not Graduate,No,12446,3483,124,180.0,1.0,Urban,Y
2410,Male,Yes,1,Graduate,Yes,15962,0,9,120.0,1.0,Semiurban,Y
1813,Female,No,3+,Not Graduate,Yes,39422,0,146,240.0,1.0,Rural,Y
3292,Female,Yes,2,Not Graduate,No,35696,6118,118,360.0,1.0,Semiurban,N
1140,Female,Yes,0,Graduate,Yes,40605,0,171,240.0,0.0,Urban,N
4259,Female,Yes,0,Not Graduate,Yes,19687,0,54,180.0,2.0,Rural,Y
1856,Male,Yes,3+,Graduate,No,21343,3894,186,360.0,0.0,Urban,N
4702,Male,Yes,2,Graduate,Yes,26994,0,115,120.0,0.0,Semiurban,Y
2385,Male,Yes,0,Graduate,Yes,7342,0,89,180.0,1.0,Urban,N
767,Female,No,2,Not Graduate,No,24580,0,135,180.0,1.0,Urban,Y
1349,Male,N,3+,Not Graduate,No,40225,0,166,180.0,1.0,Urban,N
2483,Female,Yes,1,Graduate,No,20411,892,157,360.0,0.0,Semiurban,N
4166,Male,Yes,0,Grad,Yes,29924,0,137,120.0,0.0,Semiurban,Y
1055,Male,Yes,3+,Graduate,Yes,14526,10221,161,999.0,1.0,Rural,Y
1318,Female,No,0,Not Graduate,No,7632,4580,189,180.0,0.0,Semiurban,Y
180,Female,No,2,Graduate,No,11604,2062,129,180.0,0.0,Urban,Y
3782,Male,Yes,1,Not Graduate,No,44312,0,143,360.0,1.0,Semiurban,N
2579,Female,Yes,0,Graduate,Yes,43229,6931,101,240.0,1.0,Semiurban,Y
2456,Male,Yes,3+,Graduate,No,14830,0,78,360.0,1.0,Semiurban,Y
1263,Male,Yes,0,Not Graduate,No,30381,1130,251,240.0,0.0,Urban,Y
2357,Male,No,2,Graduate,No,34868,0,187,360.0,1.0,Semiurban,Y
2345,Male,Yes,1,Graduate,No,21037,2986,128,120.0,0.0,Rural,Y
533,Male,Yes,1,Graduate,Yes,6483,9583,159,240.0,0.0,Urban,Y
4495,Female,No,2,Graduate,No,13917,0,102,120.0,0.0,Urban,Y
4634,Female,Yes,3+,Graduate,No,11641,4155,128,120.0,1.0,Semiurban,Y
4532,Male,Yes,0,Not Graduate,No,19689,0,160,360.0,1.0,Urban,N
4591,Male,Yes,1,Graduate,Yes,45119,5887,90,360.0,1.0,Urban,Y
381,Male,Yes,2,Graduate,No,35488,4007,209,120.0,1.0,Urban,Y
1867,Male,No,0,Not Graduate,No,16838,0,180,120.0,0.0,Urban,Y
4607,Male,Yes,0,Graduate,No,39360,697,54,360.0,1.0,Urban,Y
3347,Female,No,0,Graduate,No,13096,0,121,360.0,0.0,Urban,Y
3038,Female,No,0,Not Graduate,Yes,19556,1062,113,120.0,0.0,Rural,N
2682,Male,Yes,2,Graduate,No,33936,0,132,360.0,0.0,Urban,N
4327,Female,Yes,four,Graduate,No,29136,0,123,240.0,1.0,Rural,N
931,Mle,No,1,Graduate,Yes,45851,4042,157,120.0,0.0,Urban,Y
2627,Female,No,2,Not Graduate,No,8630,990,93,180.0,1.0,Semiurban,Y
2527,Male,Yes,1,Not Graduate,No,39025,0,77,180.0,1.0,Rural,Y
3788,Male,Yes,1,Graduate,No,27044,0,228,360.0,0.0,Rural,Y
3989,Female,Yes,0,Not Graduate,No,14404,0,209,120.0,0.0,Urban,Y
326,Female,N,1,Not Graduate,No,18803,7343,166,120.0,0.0,Urban,N
3868,Female,Yes,0,Graduate,No,35747,20698,90,180.0,1.0,Urban,Y
420,Male,Yes,1,Not Graduate,Yes,9338,2377,106,180.0,0.0,Rural,Y
626,Male,Yes,0,Not Graduate,Yes,13038,4739,144,120.0,0.0,Semiurban,Y
3715,Male,No,3+,Not Graduate,No,12272,8836,131,360.0,0.0,Semiurban,N
2088,,No,1,Not Graduate,No,37968,5998,109,240.0,1.0,Urban,N
3216,Female,Yes,0,Not Graduate,Yes,40447,3469,163,240.0,1.0,Rural,N
1481,Female,No,,Graduate,Self,26258,4096,136,360.0,0.0,Rural,Y
4695,Female,Yes,1,Graduate,Yes,48704,0,138,,1.0,Urban,Y
1060,Female,No,3+,Not Graduate,No,15148,3142,205,240.0,1.0,Urban,Y
1971,Male,Yes,2,Graduate,No,12062,0,213,360.0,1.0,Urban,Y
81,Female,Yes,1,Graduate,Yes,13105,0,124,360.0,1.0,Semiurban,N
4731,Female,Yes,2,Graduate,No,16201,0,154,180.0,0.0,Rural,Y
74,Male,Yes,3+,Graduate,Yes,35143,5445,132,180.0,1.0,Urban,Y
3843,Female,No,2,Graduate,Yes,19094,0,137,240.0,1.0,Urban,Y
3174,Female,Yes,0,Graduate,No,26952,0,161,240.0,0.0,Semiurban,N
2605,Male,No,0,Not Graduate,No,20008,4864,141,240.0,0.0,Semiurban,Y
3141,Male,No,1,Not Graduate,Yes,11993,0,225,240.0,0.0,Urban,Y
2881,Male,No,3+,Graduate,Yes,11277,1921,223,120.0,0.0,Rural,N
1253,Female,Yes,0,Not Graduate,No,35415,4817,168,180.0,0.0,Rural,Y
3995,Male,Yes,0,Not Graduate,Yes,20511,0,193,120.0,1.0,Semiurban,Y
3500,Mle,No,2,Graduate,No,16014,0,135,360.0,1.0,Rural,Y
3831,Fmale,Yes,2,Graduate,Yes,22841,0,205,180.0,1.0,Urban,N
3838,,No,2,Grad,No,16519,0,168,360.0,0.0,Urban,Y
1895,Female,Yes,1,Graduate,Yes,41921,2456,145,360.0,1.0,Urban,N
2599,Female,Yes,3+,Graduate,Yes,14342,0,175,240.0,0.0,Semiurban,Y
2590,Female,Yes,2,Graduate,No,10632,1812,117,240.0,0.0,Rural,Y
1865,Male,No,,Not Graduate,Yes,42091,0,123,360.0,0.0,Urban,N
1462,Female,Yes,0,Graduate,Yes,18053,4807,178,180.0,1.0,Urban,N
508,Female,Yes,3+,Not Graduate,No,17029,2793,195,240.0,0.0,Urban,Y
1182,Male,No,3+,Graduate,Yes,32488,0,175,180.0,1.0,Semiurban,N
215,Male,No,2,Not Graduate,No,42004,0,102,360.0,0.0,Rural,N
489,Female,No,3+,Graduate,Yes,28681,0,93,180.0,1.0,Urban,Y
1125,Male,No,1,Not Graduate,No,9097,771,178,360.0,0.0,Rural,N
1258,Male,Yes,1,Not Graduate,No,23096,0,138,120.0,0.0,Rural,Y
1542,Male,Yes,1,Not Graduate,No,24555,3844,-25,180.0,1.0,Rural,N
389,Female,Yes,3+,Not Graduate,Yes,26272,2206,130,120.0,0.0,Urban,Y
2266,Female,Yes,1,Not Graduate,No,33019,0,82,240.0,,Rural,Y
3066,Female,Yes,0,Graduate,No,32957,32548,61,120.0,0.0,Urban,Y
3294,Female,No,1,Not Graduate,Self,37482,0,65,120.0,1.0,Rural,Y
3988,Male,Yes,2,Graduate,No,12492,0,8,180.0,0.0,Urban,N
2212,Mle,No,0,Graduate,Yes,22396,0,152,180.0,0.0,Rural,N
1291,Female,No,0,Graduate,Yes,12446,4408,9999,240.0,-1.0,Urban,Y
2511,Male,No,0,Not Graduate,Yes,34444,3369,141,240.0,1.0,Semiurban,N
2451,Male,No,0,Graduate,No,19482,0,224,180.0,1.0,Semiurban,Y
2996,Female,No,2,Graduate,Yes,9261,0,26,180.0,1.0,Semiurban,Y
862,Female,Yes,2,Not Graduate,No,19964,1892,274,240.0,2.0,Urban,N
4866,Female,No,1,Graduate,Yes,13486,1115,0,240.0,0.0,Rural,Y
4002,Female,No,0,Not Graduate,Yes,18726,0,75,120.0,0.0,Urban,Y
2553,Male,,1,Graduate,No,51317,0,164,120.0,0.0,Rural,Y
456,Female,Yes,0,Not Graduate,No,48659,0,183,120.0,1.0,Urban,N
2332,Male,No,1,Graduate,Yes,24465,9830,38,180.0,0.0,Urban,Y
816,Female,No,3+,Graduate,No,16620,0,110,180.0,1.0,Rural,Y
3519,Female,Y,0,Graduate,Yes,25344,0,125,360.0,1.0,Rural,N
1087,Male,Yes,1,Not Graduate,Yes,18971,3455,256,360.0,1.0,Rural,N
2921,Male,No,2,Not Graduate,No,34943,2653,137,999.0,-1.0,Semiurban,N
2639,Male,No,1,Graduate,No,17760,1954,134,180.0,1.0,Rural,Y
1359,Female,No,0,Graduate,Yes,11971,0,156,120.0,1.0,Rural,Y
1577,Female,Yes,3+,Graduate,No,12061,0,153,180.0,0.0,Semiurban,N
2113,Male,No,1,Graduate,Yes,13152,0,178,120.0,1.0,Semiurban,Y
3131,Male,No,3+,Not Graduate,No,13905,2601,281,120.0,1.0,Rural,Y
4972,Male,No,3+,Not Graduate,No,24342,3476,76,180.0,0.0,Rural,Y
612,Male,Yes,1,Graduate,No,17257,981,115,240.0,0.0,Urban,Y
1280,Mle,No,2,Not Graduate,No,21879,1258,131,180.0,0.0,Urban,N
605,Male,Yes,1,Graduate,Yes,8724,579,211,360.0,1.0,Urban,Y
4081,Female,Yes,1,Graduate,No,23122,2641,86,240.0,0.0,Urban,N
2778,Female,Yes,four,Not Graduate,Yes,15065,1437,196,360.0,1.0,Urban,Y
2223,Female,Yes,2,Not Graduate,No,9611,3546,203,360.0,1.0,Semiurban,Y
353,Male,Y,2,Not Graduate,Yes,14631,0,83,240.0,1.0,Semiurban,Y
3002,Male,Yes,3+,Graduate,No,23717,3864,189,240.0,0.0,Semiurban,Y
3449,Male,Yes,2,Graduate,No,32358,0,218,360.0,0.0,Urban,Y
324,Male,Yes,0,Graduate,Yes,22453,1220,217,120.0,0.0,Rural,N
4729,Female,No,0,Not Graduate,No,10348,0,132,120.0,0.0,,Y
4354,Male,No,3+,Not Graduate,No,20487,0,106,180.0,0.0,Semiurban,N
3720,Female,Yes,3+,Not Graduate,Yes,19174,4709,125,180.0,1.0,Urban,Y
1999,Male,Yes,0,Not Graduate,Yes,17431,0,231,360.0,1.0,Rural,N
3390,Female,Yes,2,Not Graduate,Yes,46355,4373,137,180.0,0.0,Semiurban,N
3428,Female,Yes,3+,Graduate,No,21241,0,96,120.0,0.0,Urban,N
1656,Female,Yes,2,Graduate,Yes,4397,1383,206,,0.0,Semiurban,Y
2199,Female,No,1,Not Graduate,Yes,28306,0,9999,,0.0,Semiurban,Y
2083,Female,Yes,3+,Not Graduate,Yes,28443,0,204,240.0,1.0,Semiurban,Y
4027,Male,N,2,Not Graduate,Yes,32023,1652,214,240.0,0.0,Semiurban,Y
1406,Female,Yes,3+,Not Graduate,Yes,16725,11460,199,360.0,0.0,Rural,N
26,Male,Yes,2,Not Graduate,No,28970,0,178,120.0,0.0,Rural,Y
1700,Female,Yes,3+,Not Graduate,No,12073,573,230,360.0,0.0,Semiurban,Y
1706,Female,No,,Not Graduate,No,13489,0,88,180.0,1.0,Semiurban,Y
2914,Male,Yes,3+,Graduate,Yes,17382,8287,169,360.0,0.0,Urban,N
3728,Male,Yes,,Graduate,Yes,34473,0,91,180.0,1.0,Rural,N
2068,Male,No,3+,Graduate,No,24043,5776,126,180.0,-1.0,Urban,N
3854,Male,No,0,Not Graduate,No,25410,2336,175,240.0,1.0,Urban,N
623,Male,Yes,3+,Not Graduate,Self,13674,882,94,360.0,0.0,Rural,N
2993,Male,No,,Not Graduate,Yes,24744,12978,143,360.0,0.0,Semiurban,N
4253,Male,No,3+,Graduate,Yes,9052,3893,0,240.0,0.0,Semiurban,Y
4214,Male,No,0,Graduate,,30145,853,162,180.0,1.0,Urban,Y
783,Female,Yes,2,Not Graduate,No,24434,9202,119,180.0,0.0,Rural,N
1832,Male,No,3+,Graduate,No,26551,2055,183,360.0,1.0,Rural,Y
1275,Male,Yes,3+,Graduate,No,19574,10088,75,240.0,0.0,Rural,N
2208,Female,No,2,Not Graduate,No,13822,3274,137,120.0,0.0,Rural,Y
3130,Male,No,3+,Graduate,Yes,27495,994,179,360.0,,Urban,N
164,Female,Yes,2,Graduate,No,23318,2374,0,240.0,1.0,Rural,Y
1754,Female,Yes,3+,Graduate,Self,27597,0,-50,240.0,0.0,Urban,Y
2048,Female,No,3+,Graduate,No,40204,941,60,240.0,1.0,Urban,Y
4127,Male,No,1,Not Graduate,Yes,17432,942,209,240.0,0.0,Rural,N
3225,Female,No,0,Not Graduate,Yes,12318,0,149,120.0,1.0,Urban,Y
2871,Female,Yes,1,Not Graduate,No,17954,1479,141,240.0,0.0,Metro,N
2247,Male,No,0,Not Graduate,Yes,19884,0,92,360.0,0.0,Urban,N
3281,Female,No,1,Not Graduate,No,11977,0,196,240.0,1.0,Urban,Y
3361,Female,Yes,1,Graduate,No,22887,0,176,120.0,1.0,Semiurban,Y
3689,Male,No,1,Not Graduate,No,11661,3437,9999,180.0,1.0,Rural,N
3564,Male,Yes,1,Not Graduate,Yes,16771,0,74,180.0,1.0,Semiurban,N
4713,Female,Yes,3+,Not Graduate,Yes,21190,0,101,360.0,1.0,Rural,Y
1199,Female,No,1,Graduate,Self,23199,0,45,180.0,1.0,Semiurban,N
409,Female,Yes,0,Not Graduate,,22320,0,176,120.0,0.0,Semiurban,Y
143,Male,No,3+,Graduate,Yes,21291,3015,184,120.0,0.0,Metro,N
23,Male,No,1,Not Graduate,Yes,14249,2908,164,240.0,1.0,Semiurban,Y
2253,Male,Yes,0,Not Graduate,Yes,38981,1152,158,180.0,1.0,semi-urban,Y
3261,Female,Yes,0,Not Graduate,No,18839,10697,125,120.0,1.0,Urban,N
1771,Female,No,3+,Not Graduate,Yes,18435,4823,162,360.0,1.0,Urban,N
4348,Male,No,2,Not Graduate,Yes,37324,3313,187,360.0,1.0,Semiurban,N
1006,Female,Yes,0,Not Graduate,No,30012,3674,175,120.0,1.0,Semiurban,Y
642,Male,No,0,Graduate,Self,38771,2636,173,120.0,0.0,,N
4606,,N,3+,Graduate,No,24833,0,9999,240.0,0.0,Urban,Y
2655,Female,No,3+,Graduate,Yes,10525,2806,218,360.0,0.0,Rural,Y
1344,Male,Yes,1,Graduate,No,31136,0,137,180.0,0.0,Urban,Y
385,Female,Yes,3+,Graduate,Yes,19406,0,142,180.0,1.0,Urban,N
889,Female,No,0,Graduate,No,15392,3631,171,360.0,1.0,Metro,Y
